site;dominio;ranking;readability
Yahoo;geeks;Top2;0.9082
Google;geeks;Top3;0.9082
Bing;geeks;Top2;0.9082
Yahoo;stack;Top3;0.8268
Yahoo;code;Top4;0.6468
Yahoo;geeks;Top2;0.8883
Bing;stack;Top4;0.8268
Google;stack;Top2;0.8268
Google;code;Top3;0.6468
Google;stack;Top1;0.7633
Bing;geeks;Top2;0.8883
Google;geeks;Top5;0.8883
Google;stack;Top1;0.6163
Yahoo;stack;Top4;0.6163
Yahoo;code;Top4;0.8020
Google;code;Top1;0.6468
Yahoo;code;Top1;0.6468
Google;geeks;Top4;0.9499
Google;code;Top2;0.6468
Google;geeks;Top5;0.8670
Yahoo;geeks;Top1;0.9281
Bing;code;Top2;0.9176
Bing;geeks;Top5;0.9073
Yahoo;stack;Top2;0.7465
Google;stack;Top3;0.6947
Google;code;Top5;0.9176
Bing;stack;Top1;0.7465
Yahoo;code;Top1;0.9176
Google;javat;Top2;0.6854
Yahoo;stack;Top1;0.6754
Bing;geeks;Top5;0.9273
Bing;javat;Top2;0.6854
Google;geeks;Top3;0.7942
Bing;stack;Top1;0.6754
Google;stack;Top4;0.6754
Yahoo;javat;Top2;0.6854
Yahoo;geeks;Top5;0.9273
Yahoo;stack;Top1;0.6236
Google;stack;Top1;0.0691
Google;javat;Top1;0.8515
Yahoo;javat;Top2;0.8515
Bing;javat;Top3;0.8515
Google;stack;Top3;0.6797
Google;geeks;Top4;0.9333
Bing;javat;Top5;0.8676
Bing;stack;Top2;0.7431
Yahoo;stack;Top2;0.7431
Google;javat;Top2;0.8676
Google;stack;Top3;0.9219
Google;code;Top5;0.7152
Yahoo;geeks;Top5;0.8239
Bing;geeks;Top4;0.8239
Yahoo;javat;Top1;0.9093
Yahoo;tuto;Top2;0.8753
Bing;stack;Top3;0.9211
Yahoo;stack;Top1;0.9965
Google;stack;Top5;0.9965
Bing;stack;Top1;0.9965
Google;javat;Top1;0.9079
Yahoo;javat;Top4;0.9079
Yahoo;geeks;Top2;0.9053
Google;code;Top5;0.6282
Yahoo;stack;Top1;0.7458
Google;stack;Top1;0.7458
Google;geeks;Top2;0.7337
Yahoo;geeks;Top5;0.8813
Bing;geeks;Top3;0.8813
Bing;geeks;Top4;0.7948
Bing;tuto;Top2;0.0398
Yahoo;stack;Top2;0.5526
Google;stack;Top1;0.5932
Yahoo;stack;Top4;0.5932
Google;tuto;Top3;0.7741
Bing;tuto;Top5;0.7741
Yahoo;tuto;Top3;0.7741
Bing;stack;Top4;0.8152
Yahoo;stack;Top2;0.7301
Bing;stack;Top3;0.3115
Yahoo;stack;Top4;0.7082
Yahoo;stack;Top3;0.8152
Google;stack;Top2;0.8346
Bing;stack;Top2;0.7301
Google;javat;Top3;0.8806
Bing;tuto;Top4;0.9549
Yahoo;tuto;Top5;0.9549
Google;javat;Top4;0.8821
Google;tuto;Top2;0.9549
Yahoo;geeks;Top3;0.8300
Yahoo;javat;Top2;0.8821
Bing;geeks;Top3;0.8300
Bing;javat;Top2;0.8821
Google;geeks;Top5;0.7961
Yahoo;geeks;Top2;0.7737
Yahoo;stack;Top5;0.6268
Google;stack;Top3;0.1599
Bing;geeks;Top2;0.7703
Google;javat;Top1;0.6854
Google;stack;Top4;0.7670
Yahoo;javat;Top1;0.6854
Yahoo;geeks;Top4;0.9273
Yahoo;javat;Top3;0.9997
Yahoo;geeks;Top2;0.7942
Bing;javat;Top4;0.9149
Yahoo;stack;Top4;0.8750
Bing;stack;Top5;0.8750
Yahoo;javat;Top3;0.9149
Bing;stack;Top1;0.8259
Yahoo;stack;Top1;0.7005
Google;stack;Top2;0.7005
Google;stack;Top1;0.7005
Google;tuto;Top5;0.8641
Google;geeks;Top1;0.9265
Bing;stack;Top1;0.7223
Yahoo;javat;Top1;0.9319
Yahoo;geeks;Top2;0.9569
Bing;javat;Top2;0.9319
Google;stack;Top5;0.6922
Google;javat;Top1;0.9319
Bing;javat;Top4;0.9607
Bing;geeks;Top5;0.9469
Bing;stack;Top3;0.7464
Bing;stack;Top2;0.9146
Yahoo;stack;Top1;0.7681
Google;stack;Top1;0.7681
Google;stack;Top2;0.3069
Bing;stack;Top1;0.7859
Bing;tuto;Top2;0.7402
Yahoo;stack;Top1;0.7859
Yahoo;tuto;Top2;0.7402
Google;tuto;Top2;0.7402
Bing;stack;Top4;0.4841
Yahoo;stack;Top4;0.4841
Bing;stack;Top5;0.6516
Yahoo;stack;Top4;0.7012
Google;tuto;Top3;0.7324
Yahoo;stack;Top1;0.6541
Google;stack;Top1;0.7992
Yahoo;geeks;Top4;0.8229
Bing;javat;Top4;0.6028
Yahoo;javat;Top1;0.9623
Google;stack;Top2;0.9459
Google;javat;Top1;0.9623
Google;geeks;Top4;0.9513
Google;javat;Top1;0.8780
Yahoo;javat;Top1;0.8780
Bing;javat;Top1;0.8780
Bing;tuto;Top4;0.9553
Yahoo;tuto;Top4;0.9553
Bing;javat;Top1;0.8842
Bing;tuto;Top5;0.5314
Yahoo;javat;Top1;0.8842
Google;javat;Top2;0.8842
Yahoo;code;Top3;0.9154
Yahoo;code;Top1;0.9154
Google;code;Top4;0.9154
Bing;code;Top2;0.9154
Bing;code;Top1;0.9154
Yahoo;stack;Top1;0.8792
Google;stack;Top1;0.8140
Bing;stack;Top1;0.8858
Bing;stack;Top5;0.8743
Yahoo;code;Top2;0.9047
Yahoo;stack;Top3;0.8832
Yahoo;stack;Top4;0.1552
Yahoo;stack;Top5;0.8122
Yahoo;code;Top3;0.6617
Google;geeks;Top5;0.9009
Yahoo;geeks;Top5;0.9009
Bing;stack;Top4;0.6772
Yahoo;stack;Top5;0.9681
Yahoo;stack;Top2;0.8906
Google;stack;Top1;0.5844
Google;code;Top4;0.6035
Google;code;Top3;0.8357
Google;stack;Top1;0.5844
Google;stack;Top5;0.2982
Yahoo;stack;Top4;0.4862
Google;code;Top3;0.9540
Bing;geeks;Top5;0.5589
Yahoo;javat;Top3;0.9991
Bing;javat;Top2;0.9991
Bing;code;Top4;0.9540
Yahoo;code;Top4;0.9540
Bing;stack;Top1;0.4872
Google;stack;Top2;0.4872
Bing;tuto;Top5;0.8722
Google;stack;Top3;0.4856
Yahoo;stack;Top1;0.4872
Google;stack;Top4;0.9115
Bing;stack;Top4;0.9115
Yahoo;stack;Top3;0.7730
Yahoo;stack;Top5;0.6163
Google;stack;Top1;0.6163
Bing;stack;Top3;0.7438
Bing;stack;Top1;0.6967
Yahoo;stack;Top1;0.6967
Google;code;Top3;0.8536
Yahoo;code;Top4;0.8536
Google;stack;Top1;0.6967
Yahoo;code;Top2;0.8536
Bing;code;Top2;0.8536
Bing;geeks;Top5;0.9092
Yahoo;geeks;Top4;0.9092
Yahoo;code;Top5;0.7237
Yahoo;stack;Top2;0.6993
Google;code;Top2;0.7237
Google;code;Top3;0.7237
Yahoo;code;Top3;0.8184
Yahoo;stack;Top1;0.9009
Google;stack;Top1;0.9009
Yahoo;stack;Top1;0.4318
Google;stack;Top2;0.8079
Yahoo;stack;Top3;0.4007
Yahoo;stack;Top1;0.8079
Yahoo;code;Top3;0.6006
Yahoo;stack;Top2;0.8891
Yahoo;javat;Top3;0.7037
Google;geeks;Top2;0.9282
Bing;tuto;Top2;0.8994
Google;stack;Top4;0.5882
Google;stack;Top5;0.8828
Yahoo;geeks;Top1;0.8988
Yahoo;stack;Top1;0.8354
Yahoo;stack;Top4;0.4872
Bing;stack;Top4;0.4872
Google;stack;Top1;0.9147
Bing;stack;Top5;0.7514
Yahoo;stack;Top5;0.7514
Bing;stack;Top1;0.8354
Yahoo;stack;Top1;0.5965
Google;stack;Top1;0.7382
Yahoo;stack;Top5;0.8414
Bing;tuto;Top4;0.7729
Google;geeks;Top4;0.9012
Bing;stack;Top2;0.6612
Google;stack;Top1;0.9387
Yahoo;code;Top3;0.7458
Bing;stack;Top1;0.2722
Yahoo;code;Top2;0.7458
Yahoo;geeks;Top1;0.9366
Yahoo;code;Top4;0.7458
Google;geeks;Top3;0.9366
Bing;javat;Top1;0.9668
Google;javat;Top2;0.9668
Yahoo;javat;Top1;0.9668
Yahoo;javat;Top3;0.2933
Yahoo;tuto;Top2;0.3847
Google;geeks;Top4;0.5442
Bing;javat;Top3;0.2933
Bing;tuto;Top2;0.3847
Google;tuto;Top5;0.3847
Yahoo;stack;Top2;0.8877
Google;stack;Top4;0.9406
Bing;code;Top4;0.5581
Google;code;Top1;0.8941
Bing;stack;Top2;0.8877
Yahoo;code;Top4;0.5581
Yahoo;code;Top4;0.9293
Bing;javat;Top4;0.7037
Yahoo;javat;Top3;0.7037
Google;stack;Top4;0.9175
Yahoo;stack;Top2;0.8214
Google;geeks;Top5;0.6703
Bing;stack;Top2;0.9534
Yahoo;geeks;Top5;0.9384
Google;code;Top2;0.9223
Google;code;Top1;0.0339
Yahoo;stack;Top1;0.7612
Google;stack;Top1;0.7612
Google;code;Top1;0.6428
Yahoo;code;Top2;0.8617
Bing;code;Top2;0.8617
Google;stack;Top4;0.8729
Yahoo;code;Top5;0.9293
Bing;javat;Top3;0.7037
Bing;code;Top4;0.9293
Bing;stack;Top5;0.9175
Yahoo;stack;Top3;0.9175
Google;code;Top2;0.0339
Google;geeks;Top5;0.6703
Yahoo;javat;Top4;0.7037
Yahoo;code;Top4;0.8020
Google;code;Top1;0.6468
Google;code;Top2;0.6468
Google;geeks;Top4;0.9499
Yahoo;code;Top2;0.6468
Yahoo;stack;Top3;0.5675
Bing;geeks;Top2;0.8883
Google;geeks;Top5;0.8670
Google;stack;Top2;0.4352
Yahoo;tuto;Top5;0.6778
Google;code;Top4;0.8502
Google;code;Top3;0.8502
Bing;tuto;Top5;0.6778
Bing;geeks;Top5;0.8267
Bing;javat;Top1;0.9668
Google;javat;Top3;0.9668
Yahoo;javat;Top1;0.9668
Bing;javat;Top2;0.9465
Yahoo;geeks;Top5;0.8267
Yahoo;javat;Top2;0.9465
Google;geeks;Top2;0.5442
Google;geeks;Top1;0.9053
Google;tuto;Top5;0.9549
Google;stack;Top4;0.6849
Yahoo;tuto;Top5;0.9549
Bing;javat;Top5;0.8790
Google;tuto;Top3;0.7324
Yahoo;javat;Top1;0.0324
Yahoo;javat;Top5;0.7484
Bing;tuto;Top4;0.8311
Yahoo;stack;Top2;0.7269
Bing;stack;Top2;0.7269
Yahoo;tuto;Top5;0.8311
Google;stack;Top2;0.7269
Google;stack;Top2;0.3531
Bing;stack;Top4;0.9214
Yahoo;stack;Top4;0.9214
Google;geeks;Top1;0.7243
Google;stack;Top4;0.9404
Yahoo;stack;Top3;0.9404
Bing;javat;Top5;0.6269
Yahoo;geeks;Top4;0.8835
Yahoo;stack;Top3;0.8537
Bing;stack;Top4;0.8537
Google;code;Top5;0.8033
Bing;tuto;Top5;0.5712
Yahoo;tuto;Top4;0.5712
Google;code;Top4;0.8395
Yahoo;stack;Top2;0.8999
Google;stack;Top2;0.8854
Bing;stack;Top2;0.8096
Google;stack;Top1;0.9662
Bing;stack;Top3;0.9202
Google;tuto;Top5;0.1562
Yahoo;stack;Top2;0.9202
Bing;javat;Top4;0.7212
Yahoo;javat;Top5;0.7212
Yahoo;code;Top3;0.0883
Google;geeks;Top5;0.7822
Bing;geeks;Top2;0.9333
Yahoo;geeks;Top5;0.8578
Yahoo;stack;Top1;0.5820
Google;stack;Top1;0.5820
Google;stack;Top2;0.7268
Yahoo;geeks;Top5;0.7886
Yahoo;geeks;Top1;0.6253
Yahoo;stack;Top2;0.6498
Bing;stack;Top2;0.4656
Bing;geeks;Top1;0.2297
Google;geeks;Top4;0.6253
Google;geeks;Top3;0.7886
Google;stack;Top1;0.6498
Bing;stack;Top2;0.5638
Yahoo;stack;Top1;0.5638
Google;stack;Top1;0.5638
Google;stack;Top2;0.7552
Yahoo;stack;Top5;0.9557
Google;stack;Top1;0.7057
Yahoo;stack;Top1;0.7057
Google;tuto;Top4;0.5054
Bing;stack;Top1;0.7057
Google;stack;Top1;0.7922
Bing;stack;Top3;0.7922
Yahoo;stack;Top3;0.7922
Google;javat;Top3;0.9997
Google;javat;Top4;0.8172
Yahoo;javat;Top1;0.9997
Bing;geeks;Top5;0.8756
Yahoo;geeks;Top2;0.9273
Google;geeks;Top2;0.9273
Yahoo;tuto;Top4;0.7145
Yahoo;stack;Top1;0.3663
Google;stack;Top1;0.7253
Bing;geeks;Top2;0.9104
Bing;javat;Top1;0.9160
Yahoo;stack;Top3;0.4539
Bing;stack;Top2;0.4539
Google;geeks;Top4;0.8785
Google;stack;Top3;0.2938
Yahoo;geeks;Top2;0.8785
Yahoo;stack;Top4;0.3958
Bing;stack;Top5;0.6385
Google;stack;Top1;0.5487
Yahoo;stack;Top5;0.6385
Bing;stack;Top1;0.5523
Yahoo;stack;Top1;0.5523
Yahoo;geeks;Top1;0.7131
Bing;geeks;Top1;0.7131
Google;javat;Top5;0.8379
Google;geeks;Top4;0.7131
Yahoo;geeks;Top3;0.5126
Google;stack;Top2;0.9457
Bing;geeks;Top3;0.5126
Bing;stack;Top5;0.9499
Google;stack;Top2;0.7955
Yahoo;stack;Top3;0.9499
Google;geeks;Top4;0.8936
Yahoo;stack;Top1;0.6128
Google;tuto;Top1;0.3262
Bing;stack;Top1;0.6128
Google;stack;Top2;0.6128
Yahoo;geeks;Top1;0.9273
Bing;javat;Top1;0.8323
Yahoo;javat;Top5;0.6854
Google;javat;Top2;0.9997
Google;geeks;Top1;0.9273
Yahoo;javat;Top2;0.9997
Yahoo;stack;Top3;0.9416
Google;stack;Top1;0.7834
Bing;stack;Top3;0.5280
Google;stack;Top3;0.4925
Yahoo;stack;Top3;0.8320
Bing;stack;Top3;0.8320
Google;javat;Top2;0.8653
Yahoo;javat;Top4;0.8653
Google;code;Top5;0.0044
Yahoo;stack;Top5;0.8245
Yahoo;code;Top3;0.7658
Yahoo;stack;Top1;0.4846
Bing;stack;Top1;0.4846
Bing;code;Top4;0.7658
Bing;stack;Top2;0.7154
Yahoo;tuto;Top5;0.9549
Bing;stack;Top5;0.7999
Bing;stack;Top1;0.9198
Google;stack;Top2;0.9198
Bing;stack;Top1;0.9198
Bing;stack;Top3;0.4846
Google;stack;Top5;0.9198
Bing;tuto;Top1;0.6124
Google;stack;Top4;0.1140
Google;code;Top3;0.0248
Yahoo;code;Top2;0.0098
Yahoo;tuto;Top1;0.6124
Bing;code;Top2;0.0098
Google;geeks;Top1;0.8386
Google;stack;Top1;0.7363
Bing;stack;Top1;0.5673
Google;javat;Top3;0.9458
Yahoo;javat;Top1;0.9458
Yahoo;stack;Top5;0.8833
Yahoo;code;Top4;0.5294
Bing;code;Top2;0.4853
Google;geeks;Top2;0.8079
Bing;code;Top3;0.5294
Yahoo;code;Top2;0.4853
Bing;code;Top5;0.4853
Google;javat;Top3;0.8769
Google;stack;Top1;0.8163
Bing;stack;Top5;0.7914
Yahoo;stack;Top1;0.4310
Google;geeks;Top3;0.9399
Yahoo;geeks;Top5;0.9399
Bing;stack;Top2;0.4310
Yahoo;geeks;Top5;0.9334
Bing;code;Top1;0.7658
Bing;stack;Top3;0.9198
Google;stack;Top3;0.7645
Yahoo;stack;Top3;0.4846
Yahoo;code;Top1;0.7658
Google;tuto;Top4;0.9325
Yahoo;javat;Top2;0.8677
Google;javat;Top2;0.8677
Bing;javat;Top2;0.8677
Yahoo;stack;Top4;0.2382
Yahoo;geeks;Top5;0.3915
Bing;stack;Top5;0.2382
Bing;geeks;Top4;0.3915
Google;stack;Top2;0.8226
Google;geeks;Top1;0.3915
Google;geeks;Top4;0.8351
Google;stack;Top1;0.7386
Bing;stack;Top1;0.7386
Yahoo;stack;Top1;0.7386
Google;geeks;Top4;0.8733
Yahoo;geeks;Top1;0.8733
Bing;geeks;Top2;0.8733
Yahoo;tuto;Top5;0.6590
Bing;tuto;Top5;0.6590
Google;stack;Top3;0.6683
Bing;code;Top5;0.4749
Bing;stack;Top4;0.7017
Yahoo;code;Top4;0.4749
Bing;code;Top2;0.4749
Yahoo;stack;Top2;0.7017
Google;code;Top4;0.4749
Bing;geeks;Top1;0.7931
Yahoo;stack;Top1;0.9383
Bing;stack;Top5;0.4632
Google;geeks;Top4;0.9111
Google;stack;Top1;0.8603
Bing;geeks;Top4;0.9111
Yahoo;geeks;Top3;0.9111
Yahoo;stack;Top4;0.4632
Google;geeks;Top2;0.6068
Yahoo;geeks;Top3;0.6068
Bing;tuto;Top4;0.3017
Google;geeks;Top1;0.9111
Bing;geeks;Top4;0.9111
Yahoo;tuto;Top5;0.7550
Yahoo;geeks;Top4;0.9264
Google;stack;Top4;0.8603
Yahoo;geeks;Top3;0.9111
Google;stack;Top2;0.7423
Yahoo;stack;Top1;0.7354
Google;stack;Top2;0.7354
Bing;stack;Top1;0.7354
Yahoo;stack;Top3;0.5608
Google;code;Top4;0.7704
Yahoo;stack;Top1;0.6738
Google;stack;Top1;0.6738
Bing;stack;Top3;0.6712
Yahoo;stack;Top4;0.6271
Yahoo;stack;Top5;0.5468
Bing;stack;Top4;0.9522
Bing;tuto;Top5;0.7314
Bing;stack;Top1;0.5451
Yahoo;stack;Top1;0.5451
Bing;stack;Top2;0.8022
Google;stack;Top1;0.5451
Yahoo;javat;Top5;0.9160
Bing;stack;Top5;0.6130
Google;javat;Top4;0.9160
Google;geeks;Top4;0.8063
Google;stack;Top5;0.7035
Bing;geeks;Top1;0.8063
Yahoo;geeks;Top3;0.7698
Bing;stack;Top3;0.7035
Bing;stack;Top4;0.9171
Yahoo;stack;Top3;0.9171
Google;geeks;Top2;0.6330
Bing;geeks;Top3;0.6330
Yahoo;geeks;Top2;0.6330
Yahoo;javat;Top3;0.8676
Google;stack;Top1;0.9260
Yahoo;stack;Top2;0.9260
Bing;geeks;Top4;0.9333
Google;javat;Top4;0.8676
Bing;stack;Top5;0.9583
Yahoo;stack;Top3;0.9556
Bing;stack;Top2;0.7826
Yahoo;code;Top4;0.7578
Google;code;Top4;0.7578
Google;code;Top5;0.7578
Yahoo;stack;Top2;0.7826
Google;stack;Top2;0.8521
Bing;code;Top4;0.7578
Bing;stack;Top1;0.6755
Google;stack;Top4;0.6755
Yahoo;stack;Top2;0.6755
Bing;stack;Top5;0.8940
Bing;stack;Top2;0.7587
Bing;code;Top4;0.8704
Yahoo;geeks;Top2;0.8936
Google;stack;Top2;0.8188
Yahoo;code;Top4;0.8704
Yahoo;stack;Top1;0.9019
Bing;geeks;Top1;0.8806
Bing;geeks;Top2;0.4439
Google;stack;Top2;0.7120
Bing;stack;Top4;0.9056
Yahoo;stack;Top3;0.5623
Bing;stack;Top2;0.5623
Yahoo;stack;Top1;0.9201
Google;stack;Top2;0.7759
Yahoo;code;Top4;0.9268
Bing;stack;Top4;0.3302
Yahoo;stack;Top1;0.2626
Yahoo;tuto;Top3;0.6867
Bing;tuto;Top3;0.8074
Yahoo;tuto;Top1;0.6867
Bing;tuto;Top1;0.8549
Bing;javat;Top3;0.8737
Google;code;Top2;0.8068
Google;geeks;Top5;0.9338
Google;code;Top1;0.9385
Google;stack;Top3;0.8068
Yahoo;geeks;Top3;0.9243
Yahoo;stack;Top1;0.8688
Bing;stack;Top5;0.6465
Bing;stack;Top3;0.8666
Bing;stack;Top1;0.8688
Yahoo;stack;Top4;0.4158
Google;stack;Top1;0.8688
Yahoo;stack;Top5;0.6814
Bing;stack;Top4;0.6814
Bing;stack;Top1;0.8177
Google;stack;Top1;0.8177
Bing;geeks;Top2;0.8184
Yahoo;stack;Top3;0.8177
Google;geeks;Top2;0.8184
Bing;stack;Top3;0.1596
Bing;stack;Top1;0.5202
Google;stack;Top3;0.8177
Yahoo;stack;Top1;0.5202
Google;geeks;Top1;0.9062
Google;stack;Top2;0.7617
Yahoo;stack;Top5;0.9054
Bing;stack;Top3;0.4342
Bing;stack;Top5;0.9054
Yahoo;stack;Top3;0.8666
Bing;stack;Top1;0.6817
Yahoo;stack;Top1;0.6817
Google;geeks;Top1;0.7820
Yahoo;geeks;Top4;0.8813
Yahoo;stack;Top2;0.8118
Google;stack;Top4;0.8118
Yahoo;geeks;Top1;0.7820
Bing;tuto;Top4;0.2748
Bing;tuto;Top2;0.3286
Google;stack;Top1;0.4896
Yahoo;stack;Top4;0.2014
Yahoo;stack;Top1;0.4386
Google;code;Top5;0.5818
Yahoo;stack;Top5;0.7381
Google;stack;Top4;0.4861
Yahoo;stack;Top1;0.8919
Yahoo;stack;Top3;0.4099
Bing;tuto;Top4;0.6507
Yahoo;stack;Top1;0.7273
Google;stack;Top2;0.7273
Yahoo;tuto;Top4;0.6507
Bing;stack;Top5;0.9268
Yahoo;javat;Top3;0.7755
Google;javat;Top1;0.7755
Bing;geeks;Top2;0.9246
Google;geeks;Top3;0.9246
Yahoo;geeks;Top1;0.9246
Bing;javat;Top4;0.7755
Yahoo;stack;Top2;0.8692
Bing;tuto;Top3;0.7415
Bing;stack;Top2;0.8692
Yahoo;tuto;Top3;0.7415
Google;stack;Top1;0.8692
Yahoo;stack;Top1;0.3597
Google;stack;Top1;0.3385
Bing;stack;Top4;0.3635
Bing;stack;Top2;0.7466
Google;stack;Top1;0.6375
Yahoo;stack;Top1;0.7778
Bing;stack;Top1;0.7778
Bing;stack;Top2;0.3488
Google;stack;Top1;0.3488
Yahoo;stack;Top1;0.3488
Bing;code;Top4;0.6657
Google;stack;Top4;0.4906
Yahoo;javat;Top2;0.6930
Google;geeks;Top1;0.9549
Google;javat;Top2;0.6930
Yahoo;code;Top4;0.6657
Bing;geeks;Top1;0.9549
Bing;javat;Top2;0.6930
Yahoo;geeks;Top1;0.9549
Yahoo;tuto;Top5;0.6439
Google;stack;Top1;0.9000
Yahoo;stack;Top2;0.9000
Yahoo;tuto;Top2;0.8722
Google;stack;Top1;0.9833
Bing;stack;Top1;0.8480
Bing;stack;Top3;0.8719
Yahoo;stack;Top1;0.9833
Yahoo;stack;Top3;0.8223
Google;stack;Top5;0.6346
Yahoo;stack;Top5;0.9484
Bing;tuto;Top1;0.3928
Yahoo;stack;Top3;0.5338
Google;stack;Top3;0.5264
Google;stack;Top3;0.3324
Yahoo;javat;Top2;0.7373
Yahoo;geeks;Top5;0.8733
Bing;stack;Top2;0.7021
Yahoo;stack;Top1;0.7021
Yahoo;code;Top1;0.7872
Yahoo;code;Top2;0.7872
Yahoo;stack;Top3;0.7872
Google;code;Top3;0.7872
Bing;code;Top1;0.7872
Google;stack;Top1;0.8645
Google;geeks;Top5;0.7912
Bing;code;Top2;0.7872
Bing;stack;Top3;0.7872
Google;stack;Top2;0.7872
Google;code;Top4;0.7872
Google;stack;Top2;0.7056
Bing;stack;Top3;0.7056
Yahoo;stack;Top3;0.7056
Google;stack;Top5;0.6409
Yahoo;stack;Top3;0.8740
Yahoo;code;Top5;0.7937
Bing;geeks;Top2;0.8544
Google;geeks;Top2;0.6141
Yahoo;geeks;Top1;0.8828
Yahoo;stack;Top3;0.0587
Yahoo;stack;Top1;0.4228
Google;stack;Top1;0.4228
Bing;stack;Top3;0.1316
Yahoo;stack;Top1;0.6623
Bing;stack;Top2;0.8347
Bing;stack;Top3;0.4572
Bing;stack;Top2;0.8001
Yahoo;stack;Top5;0.7664
Yahoo;stack;Top2;0.8001
Yahoo;stack;Top1;0.6103
Google;stack;Top1;0.6103
Bing;stack;Top1;0.6103
Yahoo;tuto;Top4;0.6439
Bing;stack;Top4;0.7700
Yahoo;stack;Top3;0.7700
Bing;stack;Top1;0.8873
Bing;stack;Top5;0.6935
Yahoo;stack;Top2;0.8873
Google;stack;Top1;0.7079
Yahoo;stack;Top5;0.6935
Yahoo;tuto;Top1;0.5535
Google;geeks;Top4;0.8351
Google;javat;Top5;0.8769
Yahoo;tuto;Top2;0.8097
Bing;geeks;Top1;0.8217
Bing;tuto;Top2;0.8097
Google;javat;Top1;0.8636
Yahoo;javat;Top1;0.8636
Yahoo;geeks;Top5;0.8217
Google;tuto;Top3;0.8097
Yahoo;stack;Top1;0.2761
Google;stack;Top1;0.7168
Bing;stack;Top1;0.2761
Google;stack;Top1;0.3490
Yahoo;tuto;Top1;0.3798
Yahoo;stack;Top2;0.3490
Bing;stack;Top2;0.3490
Bing;tuto;Top1;0.3798
Yahoo;stack;Top5;0.1715
Google;stack;Top2;0.8699
Bing;geeks;Top5;0.5847
Bing;stack;Top3;0.2426
Yahoo;stack;Top3;0.2426
Yahoo;geeks;Top5;0.5847
Google;stack;Top5;0.4593
Yahoo;stack;Top1;0.6207
Bing;stack;Top3;0.9469
Google;javat;Top5;0.9545
Google;geeks;Top2;0.8443
Google;stack;Top3;0.8329
Yahoo;geeks;Top4;0.8221
Bing;javat;Top5;0.3882
Yahoo;javat;Top2;0.9545
Yahoo;geeks;Top1;0.8038
Yahoo;geeks;Top5;0.8921
Bing;geeks;Top1;0.8038
Bing;geeks;Top4;0.8221
Bing;javat;Top2;0.9545
Google;geeks;Top2;0.9304
Bing;javat;Top3;0.3882
Bing;tuto;Top2;0.5726
Google;stack;Top3;0.0066
Yahoo;javat;Top2;0.3882
Yahoo;tuto;Top1;0.5726
Bing;geeks;Top5;0.9304
Yahoo;geeks;Top3;0.9304
Google;javat;Top1;0.3882
Bing;geeks;Top3;0.9148
Yahoo;geeks;Top3;0.9148
Google;javat;Top1;0.8873
Bing;javat;Top1;0.8873
Google;geeks;Top5;0.9148
Yahoo;javat;Top1;0.8873
Google;geeks;Top3;0.8967
Yahoo;geeks;Top3;0.8967
Yahoo;geeks;Top5;0.9353
Yahoo;stack;Top4;0.8308
Yahoo;tuto;Top1;0.9520
Bing;stack;Top1;0.8329
Yahoo;javat;Top1;0.5320
Google;geeks;Top4;0.6264
Yahoo;tuto;Top4;0.3448
Google;javat;Top2;0.5320
Yahoo;geeks;Top3;0.6264
Bing;geeks;Top3;0.9446
Google;stack;Top2;0.7464
Bing;stack;Top2;0.7464
Yahoo;stack;Top1;0.7464
Yahoo;tuto;Top3;0.9581
Yahoo;tuto;Top1;0.9581
Google;tuto;Top2;0.9581
Google;stack;Top4;0.8141
Yahoo;stack;Top5;0.4786
Yahoo;stack;Top1;0.7687
Google;stack;Top2;0.2343
Yahoo;geeks;Top3;0.8420
Bing;geeks;Top3;0.8420
Bing;geeks;Top2;0.9338
Google;geeks;Top2;0.9338
Yahoo;javat;Top5;0.9968
Google;code;Top3;0.6610
Yahoo;geeks;Top1;0.9338
Google;geeks;Top1;0.8420
Yahoo;stack;Top3;0.2343
Google;stack;Top2;0.2343
Bing;stack;Top5;0.9210
Bing;tuto;Top3;0.5712
Yahoo;tuto;Top5;0.5712
Google;geeks;Top5;0.8936
Google;geeks;Top1;0.4337
Yahoo;geeks;Top1;0.4337
Bing;geeks;Top1;0.9304
Google;geeks;Top3;0.8386
Google;javat;Top1;0.8323
Yahoo;stack;Top5;0.9915
Bing;stack;Top5;0.9915
Yahoo;tuto;Top3;0.6439
Google;stack;Top1;0.9915
Bing;tuto;Top3;0.6439
Bing;geeks;Top4;0.7131
Yahoo;javat;Top5;0.8379
Yahoo;geeks;Top4;0.7131
Yahoo;stack;Top5;0.8799
Google;stack;Top2;0.6128
Bing;geeks;Top5;0.7218
Google;tuto;Top1;0.3262
Google;geeks;Top5;0.5144
Google;geeks;Top4;0.5847
Yahoo;geeks;Top1;0.5847
Google;javat;Top3;0.3843
Bing;javat;Top1;0.8636
Yahoo;tuto;Top2;0.8097
Yahoo;javat;Top1;0.8636
Yahoo;geeks;Top4;0.8217
Bing;tuto;Top2;0.8097
Google;javat;Top1;0.8636
Google;tuto;Top4;0.8097
Yahoo;javat;Top4;0.9221
Google;javat;Top1;0.9221
Google;geeks;Top3;0.9446
Bing;javat;Top1;0.9221
Yahoo;tuto;Top2;0.8298
Yahoo;javat;Top3;0.9131
Yahoo;stack;Top1;0.4491
Google;stack;Top5;0.5798
Bing;javat;Top4;0.9379
Google;javat;Top3;0.9379
